,Topic_0,Topic_1,Topic_2,Topic_3,Dominant_Topic_LDA
2006-02-27-times-1-9-2.txt,0.9957980332107275,0.001394355307689315,0.001394312064008399,0.001413299417574881,0
2009-08-12-times-1-9-7.txt,0.9851179116846914,0.004910839884767994,0.004918914590157325,0.005052333840383324,0
2010-05-7-times-1-9-1.txt,0.9903870461996123,0.0032033838855438086,0.003207517566463396,0.0032020523483805097,0
2012-05-2-times-1-9-8.txt,0.9930496961286193,0.002317337515153464,0.0023148477107742074,0.0023181186454530336,0
2014-11-20-times-1-9-9.txt,0.9827446215472159,0.005747247658665633,0.005750916530114435,0.005757214264004117,0
2016-01-18-times-1-9-4.txt,0.9974899704375528,0.0008344667213597316,0.0008369971680376836,0.0008385656730497996,0
2016-01-18-times-1-9-5.txt,0.9974899704375528,0.0008344667213597316,0.0008369971680376836,0.0008385656730497996,0
2017-09-27-times-1-9-3.txt,0.029308279366991638,0.028532584701118576,0.9134034584817063,0.028755677450183408,2
2015-10-31-times-1-9-6.txt,0.0065699683673059684,0.006225121259092079,0.006238430285937493,0.9809664800876644,3
